,COUNTY,DATE,WATER,TOWN,SPECIES,QTY,SIZE (inch)
967,Oxford,2024-10-08,BRYANT P,Woodstock,BROOK TROUT,300,12
968,Oxford,2024-10-08,HALLS P,Paris,BROOK TROUT,750,8
969,Oxford,2024-10-08,HALLS P,Paris,BROOK TROUT,100,12
970,Oxford,2024-10-08,KEOKA L,Waterford,BROOK TROUT,600,12
971,Oxford,2024-10-08,PENNESSEEWASSEE P (LITTLE),Norway,BROOK TROUT,700,8
972,Oxford,2024-10-08,PENNESSEEWASSEE P (LITTLE),Norway,BROOK TROUT,200,12
973,Oxford,2024-10-08,PEPPERPOT P,Adamstown Twp,BROOK TROUT,100,12
974,Oxford,2024-10-08,STEARNS P,Sweden,BROWN TROUT,250,12
975,Oxford,2024-10-10,ANDROSCOGGIN R,Mexico,BROOK TROUT,125,12
976,Oxford,2024-10-10,ANDROSCOGGIN R,Rumford,BROOK TROUT,125,12
977,Oxford,2024-10-11,BICKFORD P,Porter,BROOK TROUT,50,12
978,Oxford,2024-10-11,BURNT MEADOW P,Brownfield,BROOK TROUT,150,12
979,Oxford,2024-10-11,CLEMONS P (BIG),Hiram,BROOK TROUT,150,12
980,Oxford,2024-10-11,CLEMONS P (LITTLE),Hiram,BROOK TROUT,400,8
981,Oxford,2024-10-11,CLEMONS P (LITTLE),Hiram,BROOK TROUT,100,12
982,Oxford,2024-10-11,KEYES P,Sweden,BROOK TROUT,300,12
983,Oxford,2024-10-11,SAND (WALDEN) P,Denmark,BROWN TROUT,300,12
984,Oxford,2024-10-12,WORTHLEY P,Peru,BROWN TROUT,400,12
985,Oxford,2024-10-15,ELLIS P (LITTLE),Byron,BROOK TROUT,4000,7
986,Oxford,2024-10-17,RICHARDSON LAKES,Richardsontown Twp,L.L. SALMON,800,14
987,Oxford,2024-10-17,STURTEVANT P,Magalloway Plt,L.L. SALMON,200,14
988,Oxford,2024-10-18,HUTCHINSON P,Albany Twp,BROWN TROUT,200,12
989,Oxford,2024-10-18,PENNESSEEWASSEE P (LITTLE),Norway,BROWN TROUT,100,12
990,Oxford,2024-10-18,WORTHLEY P,Peru,BROOK TROUT,300,12
991,Oxford,2024-10-20,ANASAGUNTICOOK L,Canton,BROWN TROUT,500,12
992,Oxford,2024-10-21,BICKFORD P,Porter,BROWN TROUT,300,12
993,Oxford,2024-10-21,SONGO P,Albany Twp,L.L. SALMON,70,12
994,Oxford,2024-10-22,KEEWAYDIN L,Stoneham,L.L. SALMON,100,12
995,Oxford,2024-10-22,KEOKA L,Waterford,L.L. SALMON,120,12
996,Oxford,2024-10-22,PENNESSEEWASSEE L,Norway,L.L. SALMON,200,12
997,Oxford,2024-10-22,TWITCHELL P,Greenwood,BROWN TROUT,150,12
998,Oxford,2024-10-23,BEAR P,Waterford,SPLAKE,200,13
999,Oxford,2024-10-24,RICHARDSON LAKES,Township C,L.L. SALMON,380,14
1000,Oxford,2024-10-29,COLCORD P,Porter,L.L. SALMON,100,12
1001,Oxford,2024-11-01,LOVEWELL P,Fryeburg,BROWN TROUT,250,12
1002,Oxford,2024-11-06,HALLS P,Paris,BROWN TROUT,50,12
1003,Oxford,2024-11-06,HALLS P,Paris,BROOK TROUT,15,17
1004,Oxford,2024-11-06,NORTH P,Woodstock,BROWN TROUT,100,12
1005,Oxford,2024-11-17,BRADLEY P,Lovell,BROWN TROUT,50,12
1006,Oxford,2024-11-17,BURNT MEADOW P,Brownfield,BROWN TROUT,50,12
1007,Oxford,2024-11-17,CLAYS P,Fryeburg,BROWN TROUT,50,12
1008,Oxford,2024-11-17,HORSESHOE P,Lovell,BROWN TROUT,150,12
1009,Oxford,2024-11-18,CLAYS P,Fryeburg,BROOK TROUT,100,12
1010,Oxford,2024-11-18,ELLIS (ROXBURY) P,Roxbury,BROOK TROUT,50,17
1011,Oxford,2024-11-18,WORTHLEY P,Peru,BROOK TROUT,15,19
1012,Oxford,2024-11-20,BICKFORD P,Porter,BROOK TROUT,15,19
1013,Oxford,2024-11-20,STANLEY P,Hiram,BROOK TROUT,10,19
1014,Oxford,2024-11-22,KEEWAYDIN L,Stoneham,L.L. SALMON,20,18
1015,Oxford,2024-11-22,KEOKA L,Waterford,L.L. SALMON,30,18
1016,Oxford,2024-11-22,PENNESSEEWASSEE L,Norway,L.L. SALMON,40,18
1017,Oxford,2024-11-22,SONGO P,Albany Twp,L.L. SALMON,30,18
1018,Oxford,2024-11-27,PENNESSEEWASSEE L,Norway,RAINBOW TROUT,50,20
1019,Oxford,2024-11-29,ANASAGUNTICOOK L,Canton,BROWN TROUT,17,18
1020,Oxford,2024-11-29,HALLS P,Paris,BROWN TROUT,33,18
1021,Oxford,2024-12-01,WORTHLEY P,Peru,RAINBOW TROUT,25,20
1022,Oxford,2024-12-02,ANDROSCOGGIN R,Gilead,RAINBOW TROUT,75,20
1023,Oxford,2024-12-02,STANLEY P,Hiram,RAINBOW TROUT,25,20
1024,Penobscot,2024-01-02,COLD STREAM P,Enfield,BROOK TROUT,200,14
1025,Penobscot,2024-01-02,MUD P,Old Town,BROOK TROUT,180,14
1026,Penobscot,2024-04-09,BURLINGTON FIRE P,Burlington,BROOK TROUT,55,10
1027,Penobscot,2024-04-09,COLD STREAM P,Enfield,BROOK TROUT,400,10
1028,Penobscot,2024-04-09,COLD STREAM P (UPPER),Lincoln,BROOK TROUT,250,10
1029,Penobscot,2024-04-09,EDWARDS FAMILY KIDS FISHING P,Lincoln,BROOK TROUT,150,10
1030,Penobscot,2024-04-10,PENOBSCOT CLUB P,Brewer,BROOK TROUT,150,10
1031,Penobscot,2024-04-17,SEBASTICOOK R (EAST BRANCH),Corinna,BROOK TROUT,275,10
1032,Penobscot,2024-04-17,SEBASTICOOK R (EAST BRANCH),Dexter,BROOK TROUT,110,10
1033,Penobscot,2024-04-17,SEBASTICOOK R (EAST BRANCH),Newport,BROOK TROUT,275,10
1034,Penobscot,2024-04-17,WASSOOKEAG L,Dexter,BROOK TROUT,500,10
1035,Penobscot,2024-04-18,FITTS P,Clifton,SPLAKE,400,9
1036,Penobscot,2024-04-22,KENDUSKEAG STREAM,Bangor,BROOK TROUT,1000,10
1037,Penobscot,2024-04-24,COLD STREAM P,Enfield,L.L. SALMON,1125,7
1038,Penobscot,2024-04-24,COLD STREAM P,Enfield,BROOK TROUT,800,10
1039,Penobscot,2024-04-24,COLD STREAM P (UPPER),Lincoln,L.L. SALMON,320,7
1040,Penobscot,2024-04-24,COLD STREAM P (UPPER),Lincoln,BROOK TROUT,250,10
1041,Penobscot,2024-04-24,ROCKY B,Lincoln,BROOK TROUT,150,10
1042,Penobscot,2024-04-24,STILLWATER R,Old Town,BROOK TROUT,250,10
1043,Penobscot,2024-04-24,STILLWATER R,Orono,BROOK TROUT,250,10
1044,Penobscot,2024-04-26,SOUADABSCOOK STREAM,Hampden,BROOK TROUT,200,10
1045,Penobscot,2024-05-01,JERRY P,Millinocket,BROOK TROUT,500,10
1046,Penobscot,2024-05-01,MATTAGODUS STREAM,Springfield,BROOK TROUT,250,10
1047,Penobscot,2024-05-01,MILLINOCKET STREAM,T1 R8 WELS,BROOK TROUT,700,10
1048,Penobscot,2024-05-02,COLD STREAM,Enfield,BROOK TROUT,200,10
1049,Penobscot,2024-05-02,SEBOEIS STREAM,Seboeis Plt,BROOK TROUT,250,10
1050,Penobscot,2024-05-03,HAY L,T6 R8 WELS,BROOK TROUT,400,10
1051,Penobscot,2024-05-03,SCRAGGLY L,T7 R8 WELS,L.L. SALMON,240,7
1052,Penobscot,2024-05-03,SCRAGGLY L,T7 R8 WELS,BROOK TROUT,900,10
1053,Penobscot,2024-05-03,SHIN P (LOWER),Mount Chase,L.L. SALMON,200,7
1054,Penobscot,2024-05-03,SHIN P (LOWER),Mount Chase,BROOK TROUT,500,10
1055,Penobscot,2024-05-03,SHIN P (UPPER),Mount Chase,L.L. SALMON,25,7
1056,Penobscot,2024-05-07,CEDAR L,T3 R9 NWP,L.L. SALMON,150,7
1057,Penobscot,2024-05-07,MILLINOCKET L,T1 R8 WELS,L.L. SALMON,1280,7
1058,Penobscot,2024-05-09,DAVIS (WAPITI) P,T5 R7 WELS,BROOK TROUT,300,10
1059,Penobscot,2024-05-14,BURLINGTON FIRE P,Burlington,BROOK TROUT,55,10
1060,Penobscot,2024-05-14,COLD STREAM,Enfield,BROOK TROUT,110,10
1061,Penobscot,2024-05-14,EDWARDS FAMILY KIDS FISHING P,Lincoln,BROOK TROUT,150,10
1062,Penobscot,2024-05-14,ROCKY B,Lincoln,BROOK TROUT,150,10
1063,Penobscot,2024-05-14,SYSLADOBSIS L (LO),Lakeville,L.L. SALMON,1000,7
1064,Penobscot,2024-05-14,SYSLADOBSIS L (UP),Lakeville,L.L. SALMON,300,7
1065,Penobscot,2024-05-15,MILLIMAGASSETT L,T7 R8 WELS,LAKE TROUT,700,6
1066,Penobscot,2024-05-15,TROUT P,Soldiertown Twp T2 R7 WELS,BROOK TROUT,350,10
1067,Penobscot,2024-05-17,ROUND P (LITTLE),Lincoln,BROOK TROUT,300,10
1068,Penobscot,2024-05-17,TROUT P,Lowell,BROOK TROUT,410,10
1069,Penobscot,2024-05-21,COLD STREAM,Enfield,BROOK TROUT,100,10
1070,Penobscot,2024-05-21,SEBOEIS STREAM,Seboeis Plt,BROOK TROUT,250,10
1071,Penobscot,2024-05-22,ENDLESS L,T3 R9 NWP,L.L. SALMON,300,7
1072,Penobscot,2024-05-29,COLD STREAM,Enfield,BROOK TROUT,100,10
1073,Penobscot,2024-05-29,PASSADUMKEAG R,Grand Falls Twp,BROOK TROUT,9975,2
1074,Penobscot,2024-05-29,PASSADUMKEAG R,Grand Falls Twp,BROOK TROUT,725,10
1075,Penobscot,2024-05-29,PASSADUMKEAG R,Lowell,BROOK TROUT,725,10
1076,Penobscot,2024-05-30,GILES P,Patten,BROOK TROUT,200,10
1077,Penobscot,2024-05-30,WASSOOKEAG L,Dexter,L.L. SALMON,500,8
1078,Penobscot,2024-06-05,COLD STREAM,Enfield,BROOK TROUT,17380,2
1079,Penobscot,2024-06-13,IRELAND P,T7 R8 WELS,BROOK TROUT,100,4
1080,Penobscot,2024-09-23,CARRY P,T8 R7 WELS,BROOK TROUT,200,8
1081,Penobscot,2024-09-23,GREEN MOUNTAIN P,T6 R6 WELS,BROOK TROUT,200,8
1082,Penobscot,2024-09-23,LUNKSOOS L,T4 R7 WELS,BROOK TROUT,1200,8
1083,Penobscot,2024-09-24,PEMADUMCOOK CHAIN L,T4 Indian Purchase Twp,BROOK TROUT,900,13
1084,Penobscot,2024-09-27,JERRY P,Millinocket,BROOK TROUT,500,13
1085,Penobscot,2024-10-01,HAY L,T6 R8 WELS,L.L. SALMON,160,12
1086,Penobscot,2024-10-01,HAY L,T6 R8 WELS,BROOK TROUT,200,13
1087,Penobscot,2024-10-02,COLD STREAM P,Enfield,BROOK TROUT,350,13
1088,Penobscot,2024-10-04,COLD STREAM P,Enfield,BROOK TROUT,700,13
1089,Penobscot,2024-10-07,COLD STREAM P (UPPER),Lincoln,BROOK TROUT,400,13
1090,Penobscot,2024-10-07,EDWARDS FAMILY KIDS FISHING P,Lincoln,BROOK TROUT,125,13
1091,Penobscot,2024-10-07,SHIN P (LOWER),Mount Chase,BROOK TROUT,300,13
1092,Penobscot,2024-10-07,SHIN P (UPPER),Mount Chase,BROOK TROUT,300,13
1093,Penobscot,2024-10-08,"CARIBOU,EGG,LONG P",Lincoln,BROOK TROUT,500,13
1094,Penobscot,2024-10-08,SILVER (MATTAKEUNK) L,Lee,BROOK TROUT,700,13
1095,Penobscot,2024-10-09,UPPER P,Lincoln,BROOK TROUT,400,13
1096,Penobscot,2024-10-11,MILLINOCKET STREAM,T1 R8 WELS,BROOK TROUT,300,13
1097,Penobscot,2024-10-11,SMITH P,T3 Indian Purchase Twp,BROOK TROUT,250,13
1098,Penobscot,2024-10-15,BREWER L,Orrington,L.L. SALMON,175,13
1099,Penobscot,2024-10-15,PENOBSCOT CLUB P,Brewer,BROOK TROUT,425,8
1100,Penobscot,2024-10-15,PENOBSCOT CLUB P,Brewer,BROOK TROUT,50,13
1101,Penobscot,2024-10-22,MUD P,Old Town,BROOK TROUT,650,13
1102,Penobscot,2024-10-23,ETNA P,Etna,BROOK TROUT,350,13
1103,Penobscot,2024-10-23,HERMON P,Hermon,BROOK TROUT,500,13
1104,Penobscot,2024-10-24,JERRY P,Millinocket,BROOK TROUT,50,13
1105,Penobscot,2024-10-24,PEMADUMCOOK CHAIN L,T4 Indian Purchase Twp,BROOK TROUT,150,13
1106,Penobscot,2024-10-24,SMITH P,T3 Indian Purchase Twp,BROOK TROUT,25,13
1107,Penobscot,2024-10-30,PUFFERS P (ECHO L),Dexter,BROOK TROUT,250,12
1108,Penobscot,2024-10-30,WASSOOKEAG L,Dexter,BROOK TROUT,750,8
1109,Penobscot,2024-11-01,CEDAR L,T3 R9 NWP,L.L. SALMON,55,18
1110,Penobscot,2024-11-05,ENDLESS L,T3 R9 NWP,SPLAKE,400,13
1111,Penobscot,2024-11-06,EDWARDS FAMILY KIDS FISHING P,Lincoln,BROOK TROUT,125,14
1112,Penobscot,2024-11-06,EDWARDS FAMILY KIDS FISHING P,Lincoln,BROOK TROUT,20,18
1113,Penobscot,2024-11-07,JERRY P,Millinocket,BROOK TROUT,40,18
1114,Penobscot,2024-11-08,CEDAR L,T3 R9 NWP,SPLAKE,300,13
1115,Penobscot,2024-11-18,MUD P,Old Town,BROOK TROUT,65,14
1116,Penobscot,2024-11-18,MUD P,Old Town,BROOK TROUT,60,18
1117,Penobscot,2024-11-18,ROUND P (LITTLE),Lincoln,BROOK TROUT,125,14
1118,Penobscot,2024-11-20,BREWER L,Orrington,L.L. SALMON,92,15
1119,Penobscot,2024-11-21,"CARIBOU,EGG,LONG P",Lincoln,BROOK TROUT,200,14
1120,Penobscot,2024-11-21,FLATIRON P,T3 R9 NWP,BROOK TROUT,250,13
1121,Penobscot,2024-11-21,UPPER P,Lincoln,BROOK TROUT,30,18
1122,Penobscot,2024-11-22,WILEY P,Patten,BROOK TROUT,165,14
1123,Penobscot,2024-11-22,WILEY P,Patten,BROOK TROUT,40,18
1124,Penobscot,2024-12-04,MUD P,Old Town,BROOK TROUT,320,13
1125,Piscataquis,2024-04-09,SCHOODIC L,Lake View Plt,BROOK TROUT,2000,10
1126,Piscataquis,2024-04-11,GARLAND P,Dover-Foxcroft,BROOK TROUT,300,10
1127,Piscataquis,2024-04-11,HEBRON L,Monson,BROOK TROUT,875,10
1128,Piscataquis,2024-04-11,MILO FARM (HARRIS) P,Milo,BROOK TROUT,100,10
1129,Piscataquis,2024-04-11,SNOWS P,Dover-Foxcroft,BROOK TROUT,250,10
1130,Piscataquis,2024-04-17,BENNETT P,Parkman,BROOK TROUT,350,10
1131,Piscataquis,2024-04-17,CENTER P,Sangerville,BROOK TROUT,1000,10
1132,Piscataquis,2024-04-17,HEBRON L,Monson,BROOK TROUT,450,10
1133,Piscataquis,2024-04-17,SHIRLEY P,Shirley,BROOK TROUT,600,10
1134,Piscataquis,2024-04-17,SPECTACLE P,Monson,BROOK TROUT,900,10
1135,Piscataquis,2024-04-23,PISCATAQUIS R,Dover-Foxcroft,BROOK TROUT,750,10
1136,Piscataquis,2024-04-23,PISCATAQUIS R,Guilford,BROOK TROUT,750,10
1137,Piscataquis,2024-04-23,SEBEC L,Dover-Foxcroft,LAKE TROUT,2000,6
1138,Piscataquis,2024-04-25,BLACK STREAM,Sangerville,BROOK TROUT,250,10
1139,Piscataquis,2024-04-25,DUNHAM B,Dover-Foxcroft,BROOK TROUT,400,10
1140,Piscataquis,2024-04-25,PISCATAQUIS R,Blanchard Twp,BROOK TROUT,400,10
1141,Piscataquis,2024-04-25,PISCATAQUIS R,Dover-Foxcroft,BROOK TROUT,1500,10
1142,Piscataquis,2024-04-25,PISCATAQUIS R,Guilford,BROOK TROUT,3000,10
1143,Piscataquis,2024-04-25,PISCATAQUIS R,Monson,BROOK TROUT,400,10
1144,Piscataquis,2024-04-25,PLEASANT R,Brownville,BROOK TROUT,1000,10
1145,Piscataquis,2024-04-25,SCHOODIC L,Lake View Plt,L.L. SALMON,600,7
1146,Piscataquis,2024-04-26,DOE P,Monson,BROOK TROUT,550,10
1147,Piscataquis,2024-04-26,DRUMMOND P,Abbot,BROOK TROUT,250,10
1148,Piscataquis,2024-04-26,WHETSTONE P,Blanchard Twp,BROOK TROUT,1300,10
1149,Piscataquis,2024-04-29,CENTER P,Sangerville,BROWN TROUT,1200,9
1150,Piscataquis,2024-04-29,GRAVEL PIT P,Moosehead Junction Twp,BROOK TROUT,250,10
1151,Piscataquis,2024-04-29,SHADOW P,Moosehead Junction Twp,BROOK TROUT,175,10
1152,Piscataquis,2024-04-29,SPECTACLE P,Monson,SPLAKE,150,9
1153,Piscataquis,2024-04-30,PRONG P,Beaver Cove,BROOK TROUT,2100,10
1154,Piscataquis,2024-05-02,ALDER STREAM,Atkinson,BROOK TROUT,250,10
1155,Piscataquis,2024-05-02,BEAR B,Sebec,BROOK TROUT,250,10
1156,Piscataquis,2024-05-02,BENNETT P (BIG),Guilford,BROOK TROUT,600,10
1157,Piscataquis,2024-05-02,JO-MARY L (UPPER),TA R10 WELS,L.L. SALMON,600,7
1158,Piscataquis,2024-05-02,JO-MARY L (UPPER),TA R10 WELS,BROOK TROUT,1500,10
1159,Piscataquis,2024-05-02,MILL B,Bowerbank,BROOK TROUT,250,10
1160,Piscataquis,2024-05-03,SAWYER P,Greenville,BROOK TROUT,700,10
1161,Piscataquis,2024-05-07,FITZGERALD (MTN VIEW) P,Big Moose Twp,BROOK TROUT,2700,10
1162,Piscataquis,2024-05-07,PEMADUMCOOK CHAIN L,T1 R9 WELS,LAKE TROUT,4500,6
1163,Piscataquis,2024-05-07,ROACH P (FIRST),Frenchtown Twp,BROOK TROUT,3300,10
1164,Piscataquis,2024-05-07,SEBOEIS L,T4 R9 NWP,L.L. SALMON,200,7
1165,Piscataquis,2024-05-07,SEBOEIS L,T4 R9 NWP,SPLAKE,700,10
1166,Piscataquis,2024-05-07,TOGUE P (LOWER),T2 R9 WELS,SPLAKE,400,10
1167,Piscataquis,2024-05-08,INDIAN P,Big Moose Twp,L.L. SALMON,1000,7
1168,Piscataquis,2024-05-08,PISCATAQUIS R,Dover-Foxcroft,BROOK TROUT,250,10
1169,Piscataquis,2024-05-08,POWER TROUT P,Moosehead Junction Twp,BROOK TROUT,250,10
1170,Piscataquis,2024-05-08,SEBEC R,Milo,BROOK TROUT,400,10
1171,Piscataquis,2024-05-08,SEBEC R,Sebec,BROOK TROUT,500,10
1172,Piscataquis,2024-05-09,HAYMOCK L,T7 R11 WELS,LAKE TROUT,1000,7
1173,Piscataquis,2024-05-09,MOOSEHEAD L,Greenville,L.L. SALMON,2000,7
1174,Piscataquis,2024-05-10,DRUMMOND P,Abbot,BROOK TROUT,250,10
1175,Piscataquis,2024-05-10,KINGSBURY P,Kingsbury Plt,L.L. SALMON,1000,7
1176,Piscataquis,2024-05-13,BEAR P,Bowerbank,SPLAKE,300,9
1177,Piscataquis,2024-05-13,BUNKER P (BIG),Shirley,BROOK TROUT,200,10
1178,Piscataquis,2024-05-13,MOOSEHEAD L,Lily Bay Twp,L.L. SALMON,1500,7
1179,Piscataquis,2024-05-13,PIPER P,Abbot,L.L. SALMON,100,7
1180,Piscataquis,2024-05-13,PIPER P,Abbot,SPLAKE,300,9
1181,Piscataquis,2024-05-13,PIPER P,Abbot,BROOK TROUT,500,10
1182,Piscataquis,2024-05-14,BLACK STREAM,Sangerville,BROOK TROUT,250,10
1183,Piscataquis,2024-05-14,HEBRON L,Monson,BROOK TROUT,850,10
1184,Piscataquis,2024-05-14,MILO FARM (HARRIS) P,Milo,BROOK TROUT,100,10
1185,Piscataquis,2024-05-14,PISCATAQUIS R,Blanchard Twp,BROOK TROUT,400,10
1186,Piscataquis,2024-05-14,PISCATAQUIS R,Dover-Foxcroft,BROOK TROUT,750,10
1187,Piscataquis,2024-05-14,PISCATAQUIS R,Guilford,BROOK TROUT,2250,10
1188,Piscataquis,2024-05-14,PISCATAQUIS R,Monson,BROOK TROUT,400,10
1189,Piscataquis,2024-05-14,SNOWS P,Dover-Foxcroft,BROOK TROUT,250,10
1190,Piscataquis,2024-05-15,BEAVER P (BIG),T7 R9 WELS,BROOK TROUT,450,10
1191,Piscataquis,2024-05-15,CARIBOU P (BIG),T7 R10 WELS,BROOK TROUT,180,11
1192,Piscataquis,2024-05-15,CARIBOU P (LITTLE),T7 R10 WELS,BROOK TROUT,90,11
1193,Piscataquis,2024-05-15,DAVIS P (FIRST),Guilford,L.L. SALMON,200,7
1194,Piscataquis,2024-05-15,DAVIS P (FIRST),Guilford,SPLAKE,250,9
1195,Piscataquis,2024-05-15,ELBOW P (UPPER),T10 R11 WELS,BROOK TROUT,360,11
1196,Piscataquis,2024-05-15,GRAVEL PIT P,Moosehead Junction Twp,BROOK TROUT,250,10
1197,Piscataquis,2024-05-15,ISLAND (CHASE) P,T10 R10 WELS,BROOK TROUT,750,10
1198,Piscataquis,2024-05-15,PISCATAQUIS R,Dover-Foxcroft,BROOK TROUT,750,10
1199,Piscataquis,2024-05-15,PISCATAQUIS R,Guilford,BROOK TROUT,750,10
1200,Piscataquis,2024-05-15,ROACH P (FIRST),Frenchtown Twp,L.L. SALMON,1800,7
1201,Piscataquis,2024-05-15,SHADOW P,Moosehead Junction Twp,BROOK TROUT,175,10
1202,Piscataquis,2024-05-15,WILSON P (LOWER),Greenville,L.L. SALMON,500,7
1203,Piscataquis,2024-05-20,DEER P,T3 R13 WELS,SPLAKE,500,10
1204,Piscataquis,2024-05-20,RAGGED L,T2 R13 WELS,SPLAKE,2000,10
1205,Piscataquis,2024-05-20,ROACH P (FOURTH),Shawtown Twp,SPLAKE,400,10
1206,Piscataquis,2024-05-21,DUNHAM B,Dover-Foxcroft,BROOK TROUT,400,10
1207,Piscataquis,2024-05-21,SPECTACLE P,Monson,BROOK TROUT,900,10
1208,Piscataquis,2024-05-23,FITZGERALD (MTN VIEW) P,Big Moose Twp,BROOK TROUT,2700,10
1209,Piscataquis,2024-05-23,GARLAND P,Dover-Foxcroft,BROOK TROUT,300,10
1210,Piscataquis,2024-05-23,GRAVEL PIT P,Moosehead Junction Twp,BROOK TROUT,250,10
1211,Piscataquis,2024-05-23,PISCATAQUIS R,Dover-Foxcroft,BROOK TROUT,500,10
1212,Piscataquis,2024-05-23,PISCATAQUIS R,Guilford,BROOK TROUT,750,10
1213,Piscataquis,2024-05-23,PRONG P,Beaver Cove,BROOK TROUT,2100,10
1214,Piscataquis,2024-05-23,SEBEC R,Milo,BROOK TROUT,850,10
1215,Piscataquis,2024-05-23,SEBEC R,Sebec,BROOK TROUT,500,10
1216,Piscataquis,2024-05-23,WHETSTONE P,Blanchard Twp,BROOK TROUT,1100,10
1217,Piscataquis,2024-05-28,BENNETT P (BIG),Guilford,SPLAKE,150,9
1218,Piscataquis,2024-05-28,DRUMMOND P,Abbot,BROOK TROUT,250,10
1219,Piscataquis,2024-05-28,SPENCER P (BIG),East Middlesex Canal Grant Twp,BROOK TROUT,1000,10
1220,Piscataquis,2024-05-31,DOE P,Monson,BROOK TROUT,500,10
1221,Piscataquis,2024-05-31,POWER TROUT P,Moosehead Junction Twp,BROOK TROUT,250,10
1222,Piscataquis,2024-06-03,SAWYER P,Greenville,BROOK TROUT,650,10
1223,Piscataquis,2024-06-04,SCHOODIC STREAM,Medford,BROOK TROUT,4600,2
1224,Piscataquis,2024-06-10,DUNHAM B,Dover-Foxcroft,BROOK TROUT,400,10
1225,Piscataquis,2024-09-20,ABOL P,T2 R9 WELS,BROOK TROUT,750,8
1226,Piscataquis,2024-09-20,ROCKY P,T2 R9 WELS,BROOK TROUT,200,8
1227,Piscataquis,2024-09-20,ROUND P,T2 R9 WELS,BROOK TROUT,250,8
1228,Piscataquis,2024-09-23,BILLFISH P,Trout Brook Twp,BROOK TROUT,300,8
1229,Piscataquis,2024-09-23,CURRIER P (FIRST),T9 R11 WELS,BROOK TROUT,100,8
1230,Piscataquis,2024-09-23,FROST P,Trout Brook Twp,BROOK TROUT,250,8
1231,Piscataquis,2024-09-23,MATTHEWS P,T8 R10 WELS,BROOK TROUT,200,8
1232,Piscataquis,2024-09-23,MOUNTAIN P,T10 R10 WELS,BROOK TROUT,275,8
1233,Piscataquis,2024-09-23,THIRD (MATAGAMON) L,T7 R10 WELS,BROOK TROUT,1700,8
1234,Piscataquis,2024-09-24,BELL P,Monson,BROOK TROUT,350,7
1235,Piscataquis,2024-09-24,DOE P,Monson,BROOK TROUT,200,12
1236,Piscataquis,2024-09-24,GARLAND P,Dover-Foxcroft,SPLAKE,100,7
1237,Piscataquis,2024-09-24,GRAVEL PIT P,Moosehead Junction Twp,BROOK TROUT,250,12
1238,Piscataquis,2024-09-24,GREENWOOD P (LITTLE),Elliottsville Twp,SPLAKE,150,7
1239,Piscataquis,2024-09-24,GRINDSTONE P,Willimantic,BROOK TROUT,775,7
1240,Piscataquis,2024-09-24,GRINDSTONE P,Willimantic,SPLAKE,200,7
1241,Piscataquis,2024-09-24,HORSESHOE P,Willimantic,BROOK TROUT,1300,7
1242,Piscataquis,2024-09-24,HOUSTON P,T7 R9 NWP,BROOK TROUT,1400,7
1243,Piscataquis,2024-09-24,INDIAN & DAM PONDS,T7 R9 NWP,BROOK TROUT,1000,7
1244,Piscataquis,2024-09-24,LILY P,Monson,BROOK TROUT,100,7
1245,Piscataquis,2024-09-24,MCLELLAN P,Elliottsville Twp,BROOK TROUT,300,7
1246,Piscataquis,2024-09-24,PEMADUMCOOK CHAIN L,T1 R9 WELS,BROOK TROUT,900,13
1247,Piscataquis,2024-09-24,RABBIT P,Elliottsville Twp,BROOK TROUT,100,7
1248,Piscataquis,2024-09-24,SHADOW P,Moosehead Junction Twp,SPLAKE,200,7
1249,Piscataquis,2024-09-24,SMITH P,Elliottsville Twp,BROOK TROUT,100,7
1250,Piscataquis,2024-09-24,SOUTH P,Monson,BROOK TROUT,360,7
1251,Piscataquis,2024-09-24,TURTLE P,Lake View Plt,BROOK TROUT,500,8
1252,Piscataquis,2024-09-25,BEAN P,T2 R12 WELS,BROOK TROUT,150,7
1253,Piscataquis,2024-09-25,BEAN P (LOWER),Rainbow Twp,BROOK TROUT,600,7
1254,Piscataquis,2024-09-25,BEAN P (UPPER),Rainbow Twp,BROOK TROUT,250,7
1255,Piscataquis,2024-09-25,CELIA P,T3 R10 WELS,BROOK TROUT,250,8
1256,Piscataquis,2024-09-25,CHESUNCOOK P,T3 R11 WELS,SPLAKE,700,7
1257,Piscataquis,2024-09-25,CLIFFORD P,Rainbow Twp,BROOK TROUT,250,7
1258,Piscataquis,2024-09-25,CRESCENT P,Rainbow Twp,BROOK TROUT,225,7
1259,Piscataquis,2024-09-25,DEBSCONEAG L (5TH),Rainbow Twp,BROOK TROUT,1600,7
1260,Piscataquis,2024-09-25,DEBSCONEAG L (6TH),T1 R11 WELS,BROOK TROUT,600,7
1261,Piscataquis,2024-09-25,DRAPER P,T3 R10 WELS,BROOK TROUT,350,8
1262,Piscataquis,2024-09-25,FOWLER P,T3 R11 WELS,BROOK TROUT,400,8
1263,Piscataquis,2024-09-25,HALE P,T2 R10 WELS,BROOK TROUT,400,8
1264,Piscataquis,2024-09-25,HOLBROOK P,Rainbow Twp,SPLAKE,500,7
1265,Piscataquis,2024-09-25,LAZY TOM P,T1 R13 WELS,BROOK TROUT,350,7
1266,Piscataquis,2024-09-25,LEAVITT P,T1 R11 WELS,BROOK TROUT,500,7
1267,Piscataquis,2024-09-25,LONG BOG,Shawtown Twp,BROOK TROUT,300,8
1268,Piscataquis,2024-09-25,LONG P,TA R11 WELS,SPLAKE,100,7
